source,split,image,caption_1,caption_2,caption_3,caption_4,caption_5
NWPU,train,NWPU_5683.jpg,The stratus clouds are located above the land covered by dense vegetation .,There is a little thin cloud above the brown farmland .,Thick white clouds cover the green earth .,The white cloud is above green land .,There are sparse white clouds over a green land .
NWPU,train,NWPU_5684.jpg,The cumulus clouds are located above the land covered by dense vegetation while some ups and downs are on the land .,A white cloud floats above the forest and river .,Small white cloud on green earth .,The white cloud is above the mountain .,There are a few slices of clouds above brown earth .
NWPU,train,NWPU_5685.jpg,The cumulus clouds are located above the land covered by dense vegetation .,A thin cloud of thin clouds floated in the air .,Big white cloud on green earth .,The white cloud is above green land .,There are thick white clouds over a green land .
NWPU,train,NWPU_5686.jpg,The stratus clouds are located above the land covered by dense vegetation and the wasteland and some lakes are in the wasteland .,A thin cloud floats on the sea .,White clouds on the ground where green and yellow intersect .,The white cloud is above bare and green land .,There are thick white clouds over a green land with a wasteland beside .
NWPU,train,NWPU_5687.jpg,The stratus clouds are located above the land covered by dense vegetation .,A thin cloud floats on the azure sea .,White clouds on green earth .,The white cloud is above green land .,There are thick white clouds over a green land .
NWPU,train,NWPU_5688.jpg,The stratus clouds and cumulus clouds are located above the sea and the land covered by dense vegetation .,"There were impenetrable clouds in the air, And we could barely see anything on the ground .",Light white clouds floating on green land and blue sea .,The white cloud is above green land and blue sea .,There are pieces of white clouds over a green island .
NWPU,train,NWPU_5689.jpg,The stratus clouds are located above the surface of the sea and some islands are at sea .,There is a heavy cloud above the brown farmland .,Large white clouds on blue sea .,The white cloud is above blue sea and green island .,There are thick white clouds over some islands .
NWPU,train,NWPU_5690.jpg,The cumulus clouds are located above the khaki farmland and the shadow of the clouds is on the farmland .,A white cloud floated over the lawn .,The clouds are in the air and the clouds are cast on the brown earth .,The white cloud is above bare land .,There are some pieces of white clouds over some farmlands .
NWPU,train,NWPU_5691.jpg,The cumulus clouds are located above the khaki and green farmland .,A thick cloud enveloped over the forest .,White clouds on the ground where yellow and green meet .,The white cloud is above bare and green land .,There are sparse white clouds over farmlands .
NWPU,train,NWPU_5692.jpg,The cumulus clouds are located above the khaki farmland and the shadow of the clouds is on the farmland .,There is a little thin cloud above the farmland .,White clouds in the air and clouds cast on the yellow ground .,The white cloud is above bare and green land .,There are two pieces of sparse clouds over a farmland .
NWPU,train,NWPU_5693.jpg,The cumulus clouds are located above the land covered by some vegetation while some ups and downs are on the land .,A little white cloud floated above the blue figure .,White clouds are in the air and clouds are cast on the green earth .,The white cloud is above the mountain .,There are a few pieces of white clouds over a mountain .
NWPU,train,NWPU_5694.jpg,The stratocumulus are located above the land covered by dense vegetation .,There is a layer of floating clouds on the sea .,White clouds on green earth .,The white cloud is above green land .,There are slices of white clouds over a green land .
NWPU,train,NWPU_5695.jpg,The stratocumulus are located above the sea and the land covered by dense vegetation .,There is a little thin cloud above the farmland .,Light white clouds floating on green land and blue sea .,The white cloud is above green land and blue sea .,Slices of sparse white clouds over some green islands .
NWPU,train,NWPU_5696.jpg,The cumulus clouds are located above the land covered by some vegetation while some ups and downs are on the land .,There is a little thin cloud above the brown farmland .,White clouds on green hills .,The white cloud is above bare land .,There are slices of sparse clouds .
NWPU,train,NWPU_5697.jpg,The stratus clouds are located above the sea and the land covered by dense vegetation .,A white cloud floats above the forest and river .,Large white clouds on green land and blue sea .,The white cloud is above blue sea and green island .,Large thick white clouds over a blue sea .
NWPU,train,NWPU_5698.jpg,The stratus clouds are located above the land covered by dense vegetation .,A thin cloud of thin clouds floated in the air .,White clouds on green earth .,The white cloud is above green land .,Slices of white clouds over a green land .
NWPU,train,NWPU_5699.jpg,The stratus clouds are located above the surface of the sea .,A thin cloud floats on the sea .,White clouds on blue sea .,The white cloud is above blue sea .,A large white cloud over a blue sea .
NWPU,train,NWPU_5700.jpg,The cumulus clouds are located above the green farmland .,A thin cloud floats on the azure sea .,White clouds are in the air and clouds are cast on the green earth .,The white cloud is above bare farmland .,There are some pieces of white cloud over a brown land .
NWPU,train,NWPU_5701.jpg,The cumulus clouds and the typhoon are located above the surface of the sea .,A thick white cloud floats on the deep blue sea .,White clouds on blue sea .,The white cloud is above blue sea .,There are pieces of white clouds over a blue sea .
NWPU,train,NWPU_5702.jpg,The stratus clouds are located above the sea and the land and half of the land is wasteland and the other half of the land is covered with vegetation .,A large cloud of white clouds floated over the farmland .,Light white clouds floating on land and blue sea .,The white cloud is above bare land and blue sea .,There are sparse white clouds over a coast .
